71,106,57,2020-05-25T00:18:00.000+01:00,2020-05-25T13:37:00.000+01:00,13,2020-05-25T00:00:00.000+01:00,2020-05-26T00:00:00.000+01:00,2009,2020-05-25T00:17:20.465+01:00,2020-05-25T23:50:58.069+01:00,1407,2020-05-25T00:18:20.465+01:00,2020-05-25T23:47:00.000+01:00,880
54,84,42,2020-05-26T08:33:00.000+01:00,2020-05-26T23:58:00.000+01:00,23,2020-05-26T00:00:00.000+01:00,2020-05-27T00:00:00.000+01:00,1865,2020-05-26T00:01:00.000+01:00,2020-05-26T23:57:56.574+01:00,1711,2020-05-26T00:01:00.000+01:00,2020-05-26T23:59:00.000+01:00,83
70,132,52,2020-05-28T08:51:00.000+01:00,2020-05-28T23:57:00.000+01:00,14,2020-05-28T00:00:00.000+01:00,2020-05-29T00:00:00.000+01:00,2019,2020-05-28T08:48:45.318+01:00,2020-05-28T23:56:32.940+01:00,1127,2020-05-28T08:49:45.318+01:00,2020-05-28T23:56:32.940+01:00,1035
62,101,47,2020-05-29T09:18:00.000+01:00,2020-05-29T23:36:00.000+01:00,21,2020-05-29T00:00:00.000+01:00,2020-05-30T00:00:00.000+01:00,1777,2020-05-29T00:01:00.000+01:00,2020-05-29T23:42:19.649+01:00,1849,2020-05-29T00:01:00.000+01:00,2020-05-29T23:42:19.649+01:00,1418
81,158,69,2020-06-01T00:10:00.000+01:00,2020-06-01T23:51:00.000+01:00,66,2020-06-01T00:00:00.000+01:00,2020-06-02T00:00:00.000+01:00,2563,2020-06-01T00:08:54.060+01:00,2020-06-01T23:51:00.000+01:00,4245,2020-06-01T00:09:54.060+01:00,2020-06-01T23:51:00.000+01:00,2623
82,166,48,2020-06-02T00:17:00.000+01:00,2020-06-02T23:47:00.000+01:00,39,2020-06-02T00:00:00.000+01:00,2020-06-03T00:00:00.000+01:00,2221,2020-06-02T00:16:39.774+01:00,2020-06-02T23:50:55.134+01:00,3185,2020-06-02T00:17:39.774+01:00,2020-06-02T23:50:55.134+01:00,2347
73,154,49,2020-06-05T08:47:00.000+01:00,2020-06-05T23:56:00.000+01:00,29,2020-06-05T00:00:00.000+01:00,2020-06-06T00:00:00.000+01:00,2526,2020-06-05T08:46:28.186+01:00,2020-06-05T23:55:41.027+01:00,2117,2020-06-05T08:47:28.186+01:00,2020-06-05T23:55:41.027+01:00,1480
82,103,54,2020-06-06T08:49:00.000+01:00,2020-06-06T20:38:00.000+01:00,22,2020-06-06T00:00:00.000+01:00,2020-06-07T00:00:00.000+01:00,1939,2020-06-06T08:18:34.259+01:00,2020-06-06T23:41:13.101+01:00,1774,2020-06-06T08:19:34.259+01:00,2020-06-06T23:41:13.101+01:00,1161
82,124,55,2020-06-07T00:06:00.000+01:00,2020-06-07T21:31:00.000+01:00,28,2020-06-07T00:00:00.000+01:00,2020-06-08T00:00:00.000+01:00,2012,2020-06-07T00:05:27.113+01:00,2020-06-07T23:50:00.000+01:00,3079,2020-06-07T00:05:27.113+01:00,2020-06-07T23:50:00.000+01:00,2418
60,86,47,2020-06-08T09:31:00.000+01:00,2020-06-08T23:53:00.000+01:00,47,2020-06-08T00:00:00.000+01:00,2020-06-09T00:00:00.000+01:00,1818,2020-06-08T00:01:00.000+01:00,2020-06-08T23:54:55.176+01:00,3536,2020-06-08T00:01:00.000+01:00,2020-06-08T23:59:00.000+01:00,15
69,121,47,2020-06-16T14:01:00.000+01:00,2020-06-17T00:00:00.000+01:00,118,2020-06-16T00:00:00.000+01:00,2020-06-17T00:00:00.000+01:00,2002,2020-06-16T00:01:00.000+01:00,2020-06-16T23:59:58.890+01:00,9086,2020-06-16T00:01:00.000+01:00,2020-06-16T23:59:58.890+01:00,6669
88,144,60,2020-06-17T09:53:00.000+01:00,2020-06-17T18:28:00.000+01:00,8,2020-06-17T00:00:00.000+01:00,2020-06-18T00:00:00.000+01:00,2190,2020-06-17T00:02:37.941+01:00,2020-06-17T23:31:00.000+01:00,1284,2020-06-17T00:03:37.941+01:00,2020-06-17T23:31:00.000+01:00,803
60,100,47,2020-06-18T10:16:00.000+01:00,2020-06-18T19:59:00.000+01:00,30,2020-06-18T00:00:00.000+01:00,2020-06-19T00:00:00.000+01:00,1790,2020-06-18T00:01:00.000+01:00,2020-06-18T19:59:21.200+01:00,2313,2020-06-18T00:01:00.000+01:00,2020-06-18T19:59:21.200+01:00,1426
72,130,47,2020-06-19T10:45:00.000+01:00,2020-06-19T19:34:00.000+01:00,84,2020-06-19T00:00:00.000+01:00,2020-06-20T00:00:00.000+01:00,1657,2020-06-19T01:04:25.184+01:00,2020-06-19T23:58:00.000+01:00,5586,2020-06-19T00:01:00.000+01:00,2020-06-19T23:58:00.000+01:00,4089
81,116,63,2020-06-20T00:08:00.000+01:00,2020-06-20T22:49:00.000+01:00,130,2020-06-20T00:00:00.000+01:00,2020-06-21T00:00:00.000+01:00,3150,2020-06-20T00:03:35.107+01:00,2020-06-20T23:43:00.000+01:00,7829,2020-06-20T00:06:52.115+01:00,2020-06-20T23:43:00.000+01:00,5599
83,157,48,2020-06-21T00:26:00.000+01:00,2020-06-21T20:13:00.000+01:00,45,2020-06-21T00:00:00.000+01:00,2020-06-22T00:00:00.000+01:00,1892,2020-06-21T00:25:20.507+01:00,2020-06-21T23:43:00.000+01:00,3261,2020-06-21T00:26:20.507+01:00,2020-06-21T23:43:00.000+01:00,2443
80,122,57,2020-06-22T00:06:00.000+01:00,2020-06-22T20:07:00.000+01:00,30,2020-06-22T00:00:00.000+01:00,2020-06-23T00:00:00.000+01:00,2625,2020-06-22T00:05:11.712+01:00,2020-06-22T23:51:00.000+01:00,2220,2020-06-22T00:06:11.712+01:00,2020-06-22T23:51:00.000+01:00,3787
56,108,47,2020-06-23T11:23:00.000+01:00,2020-06-23T21:11:00.000+01:00,12,2020-06-23T00:00:00.000+01:00,2020-06-24T00:00:00.000+01:00,1757,2020-06-23T00:01:00.000+01:00,2020-06-23T23:13:40.084+01:00,1423,2020-06-23T00:01:00.000+01:00,2020-06-23T23:13:40.084+01:00,862
71,164,48,2020-07-21T17:04:00.000+01:00,2020-07-21T18:41:00.000+01:00,27,2020-07-21T00:00:00.000+01:00,2020-07-21T20:19:00.000+01:00,1677,2020-07-21T00:01:00.000+01:00,2020-07-21T21:00:00.000+01:00,2173,2020-07-21T00:01:00.000+01:00,2020-07-21T21:00:00.000+01:00,3711
72,114,48,2020-07-23T22:53:00.000+01:00,2020-07-23T22:57:00.000+01:00,4,2020-07-23T00:00:00.000+01:00,2020-07-24T00:00:00.000+01:00,2136,2020-07-23T19:48:00.000+01:00,2020-07-23T23:47:00.000+01:00,1718,2020-07-23T19:48:00.000+01:00,2020-07-23T23:47:00.000+01:00,1291
78,107,47,2020-07-24T18:39:00.000+01:00,2020-07-24T18:58:00.000+01:00,19,2020-07-24T00:00:00.000+01:00,2020-07-25T00:00:00.000+01:00,2219,2020-07-24T17:46:00.000+01:00,2020-07-24T23:47:00.000+01:00,2010,2020-07-24T17:46:00.000+01:00,2020-07-24T23:47:00.000+01:00,1518
70,137,41,2020-07-25T10:44:00.000+01:00,2020-07-25T18:45:00.000+01:00,61,2020-07-25T00:00:00.000+01:00,2020-07-26T00:00:00.000+01:00,1650,2020-07-25T00:01:00.000+01:00,2020-07-25T23:42:00.000+01:00,5583,2020-07-25T00:01:00.000+01:00,2020-07-25T23:42:00.000+01:00,4131
61,107,48,2020-07-26T12:38:00.000+01:00,2020-07-26T12:43:00.000+01:00,5,2020-07-26T00:00:00.000+01:00,2020-07-26T12:43:00.000+01:00,919,2020-07-26T00:01:00.000+01:00,2020-07-26T13:42:00.000+01:00,481,2020-07-26T00:01:00.000+01:00,2020-07-26T13:42:00.000+01:00,519
65,112,47,2020-07-30T13:56:00.000+01:00,2020-07-30T14:11:00.000+01:00,15,2020-07-30T00:00:00.000+01:00,2020-07-30T14:11:00.000+01:00,1017,2020-07-30T00:01:00.000+01:00,2020-07-30T14:47:00.000+01:00,712,2020-07-30T00:01:00.000+01:00,2020-07-30T14:47:00.000+01:00,678
77,119,48,2020-08-04T23:46:00.000+01:00,2020-08-04T23:51:00.000+01:00,5,2020-08-04T00:00:00.000+01:00,2020-08-05T00:00:00.000+01:00,2174,2020-08-04T20:09:00.000+01:00,2020-08-04T23:51:00.000+01:00,231,2020-08-04T19:19:00.000+01:00,2020-08-04T23:51:00.000+01:00,302
81,123,55,2020-08-05T16:08:00.000+01:00,2020-08-05T16:49:00.000+01:00,14,2020-08-05T00:00:00.000+01:00,2020-08-06T00:00:00.000+01:00,2916,2020-08-05T16:08:00.000+01:00,2020-08-05T23:52:00.000+01:00,882,2020-08-05T16:08:00.000+01:00,2020-08-05T23:52:00.000+01:00,1821
71,105,48,2020-08-06T11:46:00.000+01:00,2020-08-06T22:19:00.000+01:00,14,2020-08-06T00:00:00.000+01:00,2020-08-07T00:00:00.000+01:00,1876,2020-08-06T11:46:00.000+01:00,2020-08-06T23:31:00.000+01:00,1754,2020-08-06T11:46:00.000+01:00,2020-08-06T23:31:00.000+01:00,1651
80,119,65,2020-08-07T15:43:00.000+01:00,2020-08-07T16:08:00.000+01:00,25,2020-08-07T00:00:00.000+01:00,2020-08-08T00:00:00.000+01:00,2460,2020-08-07T15:43:00.000+01:00,2020-08-07T23:50:00.000+01:00,1573,2020-08-07T15:43:00.000+01:00,2020-08-07T23:50:00.000+01:00,1276
67,121,46,2020-08-08T12:25:00.000+01:00,2020-08-08T12:29:00.000+01:00,4,2020-08-08T00:00:00.000+01:00,2020-08-09T00:00:00.000+01:00,2453,2020-08-08T12:25:00.000+01:00,2020-08-08T23:50:00.000+01:00,1407,2020-08-08T07:34:00.000+01:00,2020-08-08T23:50:00.000+01:00,943
70,108,48,2020-08-09T22:33:00.000+01:00,2020-08-09T22:47:00.000+01:00,14,2020-08-09T00:00:00.000+01:00,2020-08-10T00:00:00.000+01:00,2320,2020-08-09T18:56:00.000+01:00,2020-08-09T23:02:00.000+01:00,989,2020-08-09T12:08:00.000+01:00,2020-08-09T23:34:00.000+01:00,1475
68,119,48,2020-08-10T08:59:00.000+01:00,2020-08-10T12:19:00.000+01:00,33,2020-08-10T00:00:00.000+01:00,2020-08-10T12:19:00.000+01:00,903,2020-08-10T06:24:00.000+01:00,2020-08-10T13:04:00.000+01:00,2135,2020-08-10T00:01:00.000+01:00,2020-08-10T13:04:00.000+01:00,1643
74,130,49,2020-08-18T13:35:00.000+01:00,2020-08-18T21:31:00.000+01:00,54,2020-08-18T00:00:00.000+01:00,2020-08-19T00:00:00.000+01:00,2232,2020-08-18T00:01:00.000+01:00,2020-08-18T23:53:00.000+01:00,6308,2020-08-18T13:00:00.000+01:00,2020-08-18T23:53:00.000+01:00,4685
73,119,54,2020-08-19T19:23:00.000+01:00,2020-08-19T19:33:00.000+01:00,10,2020-08-19T00:00:00.000+01:00,2020-08-19T19:40:00.000+01:00,1554,2020-08-19T00:01:00.000+01:00,2020-08-19T19:40:00.000+01:00,1667,2020-08-19T00:01:00.000+01:00,2020-08-19T19:40:00.000+01:00,1589
74,183,48,2020-09-01T18:49:00.000+01:00,2020-09-02T00:00:00.000+01:00,21,2020-09-01T00:00:00.000+01:00,2020-09-02T00:00:00.000+01:00,2095,2020-09-01T00:01:00.000+01:00,2020-09-02T00:00:00.000+01:00,3731,2020-09-01T00:01:00.000+01:00,2020-09-02T00:00:00.000+01:00,3397
77,118,40,2020-09-02T00:00:00.000+01:00,2020-09-02T20:53:00.000+01:00,34,2020-09-02T00:00:00.000+01:00,2020-09-03T00:00:00.000+01:00,2172,2020-09-02T00:00:00.000+01:00,2020-09-02T23:52:00.000+01:00,2484,2020-09-02T00:00:00.000+01:00,2020-09-02T23:52:00.000+01:00,1694
76,102,65,2020-09-03T02:28:00.000+01:00,2020-09-03T20:31:00.000+01:00,61,2020-09-03T00:00:00.000+01:00,2020-09-04T00:00:00.000+01:00,2957,2020-09-03T00:43:50.881+01:00,2020-09-03T23:33:00.000+01:00,5095,2020-09-03T02:10:11.514+01:00,2020-09-03T23:33:00.000+01:00,3534
87,148,67,2020-09-04T00:13:00.000+01:00,2020-09-04T21:01:00.000+01:00,29,2020-09-04T00:00:00.000+01:00,2020-09-05T00:00:00.000+01:00,2124,2020-09-04T00:08:35.452+01:00,2020-09-04T23:56:24.979+01:00,2281,2020-09-04T00:12:50.731+01:00,2020-09-04T23:24:00.000+01:00,1257
79,122,48,2020-09-06T00:00:00.000+01:00,2020-09-06T23:52:00.000+01:00,101,2020-09-06T00:00:00.000+01:00,2020-09-07T00:00:00.000+01:00,2536,2020-09-06T00:00:00.000+01:00,2020-09-06T23:52:27.116+01:00,8928,2020-09-06T00:00:00.000+01:00,2020-09-06T23:52:27.116+01:00,6363
77,125,48,2020-09-07T00:13:00.000+01:00,2020-09-08T00:00:00.000+01:00,129,2020-09-07T00:00:00.000+01:00,2020-09-08T00:00:00.000+01:00,2259,2020-09-07T00:00:38.113+01:00,2020-09-08T00:00:00.000+01:00,9148,2020-09-07T00:01:38.113+01:00,2020-09-08T00:00:00.000+01:00,6415
74,139,44,2020-09-24T19:06:00.000+01:00,2020-09-24T19:13:00.000+01:00,7,2020-09-24T00:00:00.000+01:00,2020-09-25T00:00:00.000+01:00,2214,2020-09-24T11:19:00.000+01:00,2020-09-24T23:54:00.000+01:00,683,2020-09-24T17:56:00.000+01:00,2020-09-24T23:54:00.000+01:00,1861
71,122,46,2020-09-27T10:06:00.000+01:00,2020-09-27T14:33:00.000+01:00,98,2020-09-27T00:00:00.000+01:00,2020-09-27T14:30:00.000+01:00,1049,2020-09-27T00:01:00.000+01:00,2020-09-27T14:33:00.000+01:00,5909,2020-09-27T00:01:00.000+01:00,2020-09-27T14:33:00.000+01:00,4449
73,125,44,2020-10-05T10:37:00.000+01:00,2020-10-05T20:17:00.000+01:00,98,2020-10-05T00:00:00.000+01:00,2020-10-06T00:00:00.000+01:00,1649,2020-10-05T00:01:00.000+01:00,2020-10-05T23:30:00.000+01:00,7923,2020-10-05T00:01:00.000+01:00,2020-10-05T23:30:00.000+01:00,5985
96,141,71,2020-10-07T20:52:00.000+01:00,2020-10-07T21:01:00.000+01:00,9,2020-10-07T00:00:00.000+01:00,2020-10-08T00:00:00.000+01:00,2105,2020-10-07T12:56:00.000+01:00,2020-10-07T21:01:00.000+01:00,761,2020-10-07T16:33:00.000+01:00,2020-10-07T21:01:00.000+01:00,2606
70,122,48,2020-10-11T21:59:00.000+01:00,2020-10-11T22:48:00.000+01:00,31,2020-10-11T00:00:00.000+01:00,2020-10-12T00:00:00.000+01:00,1858,2020-10-11T12:15:00.000+01:00,2020-10-11T23:43:00.000+01:00,2152,2020-10-11T12:15:00.000+01:00,2020-10-11T23:45:00.000+01:00,3149
77,127,53,2020-10-16T09:40:00.000+01:00,2020-10-16T12:29:00.000+01:00,20,2020-10-16T00:00:00.000+01:00,2020-10-16T12:29:00.000+01:00,1077,2020-10-16T09:40:00.000+01:00,2020-10-16T13:15:00.000+01:00,2117,2020-10-16T09:40:00.000+01:00,2020-10-16T13:15:00.000+01:00,1710
70,126,47,2020-10-18T12:04:00.000+01:00,2020-10-18T19:49:00.000+01:00,10,2020-10-18T00:00:00.000+01:00,2020-10-19T00:00:00.000+01:00,2228,2020-10-18T00:01:00.000+01:00,2020-10-18T23:36:00.000+01:00,1626,2020-10-18T09:25:00.000+01:00,2020-10-18T23:46:00.000+01:00,3168
83,131,63,2020-10-19T19:22:00.000+01:00,2020-10-19T19:28:00.000+01:00,6,2020-10-19T00:00:00.000+01:00,2020-10-20T00:00:00.000+01:00,2691,2020-10-19T19:22:00.000+01:00,2020-10-19T23:42:00.000+01:00,1168,2020-10-19T19:22:00.000+01:00,2020-10-19T23:42:00.000+01:00,1434
77,125,48,2020-10-20T19:17:00.000+01:00,2020-10-20T19:52:00.000+01:00,16,2020-10-20T00:00:00.000+01:00,2020-10-21T00:00:00.000+01:00,1770,2020-10-20T00:01:00.000+01:00,2020-10-20T23:44:00.000+01:00,3175,2020-10-20T00:01:00.000+01:00,2020-10-20T23:44:00.000+01:00,2678
84,116,63,2020-10-22T19:38:00.000+01:00,2020-10-22T19:45:00.000+01:00,7,2020-10-22T00:00:00.000+01:00,2020-10-23T00:00:00.000+01:00,1807,2020-10-22T19:38:00.000+01:00,2020-10-22T23:44:00.000+01:00,913,2020-10-22T19:38:00.000+01:00,2020-10-22T23:44:00.000+01:00,738
81,136,48,2020-10-26T09:45:00.000Z,2020-10-26T19:45:00.000Z,22,2020-10-26T00:00:00.000Z,2020-10-27T00:00:00.000Z,2131,2020-10-26T09:45:00.000Z,2020-10-26T23:30:00.000Z,2092,2020-10-26T09:45:00.000Z,2020-10-26T23:35:00.000Z,3833
73,113,48,2020-10-29T22:26:00.000Z,2020-10-29T23:01:00.000Z,33,2020-10-29T00:00:00.000Z,2020-10-30T00:00:00.000Z,1811,2020-10-29T00:01:00.000Z,2020-10-29T23:09:00.000Z,3514,2020-10-29T00:01:00.000Z,2020-10-29T23:39:00.000Z,2855
76,114,58,2020-11-05T22:44:00.000Z,2020-11-05T23:28:00.000Z,41,2020-11-05T00:00:00.000Z,2020-11-06T00:00:00.000Z,1820,2020-11-05T12:32:00.000Z,2020-11-05T23:41:00.000Z,2618,2020-11-05T12:32:00.000Z,2020-11-05T23:41:00.000Z,1930
75,125,46,2020-11-08T13:05:00.000Z,2020-11-08T21:22:00.000Z,27,2020-11-08T00:00:00.000Z,2020-11-09T00:00:00.000Z,1772,2020-11-08T10:55:00.000Z,2020-11-08T23:51:00.000Z,3223,2020-11-08T10:55:00.000Z,2020-11-08T23:51:00.000Z,2440
85,106,56,2020-11-10T22:07:00.000Z,2020-11-10T22:36:00.000Z,29,2020-11-10T00:00:00.000Z,2020-11-11T00:00:00.000Z,2180,2020-11-10T15:36:00.000Z,2020-11-10T23:59:00.000Z,1859,2020-11-10T22:07:00.000Z,2020-11-10T23:59:00.000Z,1434
74,141,47,2020-11-11T08:15:00.000Z,2020-11-11T19:52:00.000Z,70,2020-11-11T00:00:00.000Z,2020-11-12T00:00:00.000Z,1823,2020-11-11T00:01:00.000Z,2020-11-11T23:24:00.000Z,7573,2020-11-11T00:01:00.000Z,2020-11-11T23:29:00.000Z,5958
75,102,53,2020-11-13T20:24:00.000Z,2020-11-13T20:29:00.000Z,5,2020-11-13T00:00:00.000Z,2020-11-13T20:29:00.000Z,1734,2020-11-13T15:13:00.000Z,2020-11-13T22:01:00.000Z,569,2020-11-13T15:13:00.000Z,2020-11-13T22:01:00.000Z,410
84,105,69,2020-11-18T19:20:00.000Z,2020-11-18T19:31:00.000Z,11,2020-11-18T00:00:00.000Z,2020-11-19T00:00:00.000Z,2598,2020-11-18T19:20:00.000Z,2020-11-18T23:32:00.000Z,1447,2020-11-18T15:46:00.000Z,2020-11-18T23:32:00.000Z,1696
83,112,58,2020-11-20T23:41:00.000Z,2020-11-20T23:51:00.000Z,10,2020-11-20T00:00:00.000Z,2020-11-21T00:00:00.000Z,2349,2020-11-20T17:43:00.000Z,2020-11-20T23:51:00.000Z,1317,2020-11-20T17:43:00.000Z,2020-11-20T23:51:00.000Z,944
76,106,49,2020-11-24T17:33:00.000Z,2020-11-24T17:57:00.000Z,24,2020-11-24T00:00:00.000Z,2020-11-25T00:00:00.000Z,2356,2020-11-24T17:25:00.000Z,2020-11-24T21:40:00.000Z,972,2020-11-24T17:05:00.000Z,2020-11-24T23:41:00.000Z,796
71,126,40,2020-12-02T07:52:00.000Z,2020-12-02T15:39:00.000Z,50,2020-12-02T00:00:00.000Z,2020-12-03T00:00:00.000Z,2136,2020-12-02T07:23:00.000Z,2020-12-02T23:17:00.000Z,5700,2020-12-02T00:01:00.000Z,2020-12-02T23:32:00.000Z,4592
82,131,55,2020-12-03T18:30:00.000Z,2020-12-03T20:41:00.000Z,13,2020-12-03T00:00:00.000Z,2020-12-04T00:00:00.000Z,2196,2020-12-03T12:57:00.000Z,2020-12-03T23:53:00.000Z,2812,2020-12-03T12:57:00.000Z,2020-12-03T23:53:00.000Z,2202
77,125,53,2020-12-14T16:05:00.000Z,2020-12-14T23:39:00.000Z,36,2020-12-14T00:00:00.000Z,2020-12-15T00:00:00.000Z,2309,2020-12-14T16:05:00.000Z,2020-12-14T23:49:00.000Z,2345,2020-12-14T00:01:00.000Z,2020-12-14T23:58:00.000Z,2846
78,114,48,2020-12-18T16:52:00.000Z,2020-12-18T17:01:00.000Z,9,2020-12-18T00:00:00.000Z,2020-12-19T00:00:00.000Z,2040,2020-12-18T00:01:00.000Z,2020-12-18T23:31:00.000Z,1444,2020-12-18T13:19:00.000Z,2020-12-18T23:31:00.000Z,1346
78,138,49,2021-01-13T11:42:00.000Z,2021-01-13T19:39:00.000Z,34,2021-01-13T00:00:00.000Z,2021-01-14T00:00:00.000Z,2070,2021-01-13T08:53:00.000Z,2021-01-13T23:54:00.000Z,3777,2021-01-13T00:01:00.000Z,2021-01-13T23:54:00.000Z,5683
68,119,48,2021-01-15T09:52:00.000Z,2021-01-15T09:59:00.000Z,7,2021-01-15T00:00:00.000Z,2021-01-15T09:59:00.000Z,763,2021-01-15T08:00:00.000Z,2021-01-15T10:11:00.000Z,1140,2021-01-15T00:01:00.000Z,2021-01-15T10:11:00.000Z,1081
75,105,53,2021-01-16T20:54:00.000Z,2021-01-16T21:21:00.000Z,27,2021-01-16T00:00:00.000Z,2021-01-17T00:00:00.000Z,1789,2021-01-16T18:34:00.000Z,2021-01-16T23:50:00.000Z,988,2021-01-16T18:18:00.000Z,2021-01-16T23:50:00.000Z,708
66,104,48,2021-01-18T08:35:00.000Z,2021-01-18T08:41:00.000Z,6,2021-01-18T00:00:00.000Z,2021-01-19T00:00:00.000Z,1854,2021-01-18T00:01:00.000Z,2021-01-18T09:06:00.000Z,863,2021-01-18T00:01:00.000Z,2021-01-18T09:06:00.000Z,799
71,121,45,2021-01-19T20:43:00.000Z,2021-01-19T21:03:00.000Z,20,2021-01-19T00:00:00.000Z,2021-01-20T00:00:00.000Z,1824,2021-01-19T00:01:00.000Z,2021-01-19T23:10:00.000Z,1310,2021-01-19T12:03:00.000Z,2021-01-19T23:32:00.000Z,610
54,117,45,2021-02-03T09:56:00.000Z,2021-02-03T19:57:00.000Z,12,2021-02-03T00:00:00.000Z,2021-02-04T00:00:00.000Z,1839,2021-02-03T09:56:00.000Z,2021-02-03T20:45:47.230Z,1128,2021-02-03T09:56:00.000Z,2021-02-03T20:45:47.230Z,653
82,102,70,2021-02-21T23:06:00.000Z,2021-02-21T23:11:00.000Z,5,2021-02-21T00:00:00.000Z,2021-02-22T00:00:00.000Z,1973,2021-02-21T16:23:00.000Z,2021-02-21T23:41:00.000Z,619,2021-02-21T16:23:00.000Z,2021-02-21T23:41:00.000Z,441
84,108,66,2021-02-22T16:57:00.000Z,2021-02-22T17:18:00.000Z,21,2021-02-22T00:00:00.000Z,2021-02-23T00:00:00.000Z,2206,2021-02-22T17:55:00.000Z,2021-02-22T23:47:00.000Z,200,2021-02-22T17:55:00.000Z,2021-02-22T23:47:00.000Z,143
79,97,65,2021-02-23T15:02:00.000Z,2021-02-23T15:26:00.000Z,24,2021-02-23T00:00:00.000Z,2021-02-24T00:00:00.000Z,2299,2021-02-23T17:07:00.000Z,2021-02-23T23:45:00.000Z,211,2021-02-23T17:07:00.000Z,2021-02-23T23:45:00.000Z,151
80,107,55,2021-03-01T16:42:00.000Z,2021-03-01T17:06:00.000Z,24,2021-03-01T00:00:00.000Z,2021-03-01T17:06:48.143Z,1627,2021-03-01T18:14:00.000Z,2021-03-01T23:42:00.000Z,220,2021-03-01T18:14:00.000Z,2021-03-01T23:42:00.000Z,158
78,101,63,2021-03-03T17:15:00.000Z,2021-03-03T17:19:00.000Z,4,2021-03-03T00:00:00.000Z,2021-03-04T00:00:00.000Z,1906,2021-03-03T17:15:00.000Z,2021-03-03T21:16:00.000Z,440,2021-03-03T17:15:00.000Z,2021-03-03T21:16:00.000Z,316
69,107,48,2021-03-04T22:20:00.000Z,2021-03-04T22:38:00.000Z,18,2021-03-04T00:00:00.000Z,2021-03-04T22:38:00.000Z,1848,2021-03-04T22:20:00.000Z,2021-03-04T23:53:00.000Z,1009,2021-03-04T22:20:00.000Z,2021-03-04T23:53:00.000Z,793
