Begin,End,Activity,HRmean,HRmax,HRmin
2021-07-04T18:09:00.000+01:00,2021-07-04T18:13:00.000+01:00,Walking,83,86,76
2021-07-04T18:15:00.000+01:00,2021-07-04T18:28:00.000+01:00,Other,89,115,75
2021-07-05T12:25:00.000+01:00,2021-07-05T12:40:00.000+01:00,Other,82,106,70
2021-07-05T14:04:00.000+01:00,2021-07-05T14:14:00.000+01:00,Walking,94,104,68
2021-07-05T15:44:00.000+01:00,2021-07-05T16:08:00.000+01:00,Other,92,125,71
2021-07-05T15:58:51.085+01:00,2021-07-05T16:25:20.106+01:00,Calisthenics,88,111,71
2021-07-05T16:15:00.000+01:00,2021-07-05T16:26:00.000+01:00,Walking,86,108,71
2021-07-05T17:56:00.000+01:00,2021-07-05T18:00:00.000+01:00,Walking,98,104,85
2021-07-05T18:27:00.000+01:00,2021-07-05T18:43:00.000+01:00,Other,88,103,71
2021-07-05T18:44:00.000+01:00,2021-07-05T18:55:00.000+01:00,Walking,101,118,79
2021-07-05T19:07:00.000+01:00,2021-07-05T19:14:00.000+01:00,Walking,70,84,50
2021-07-05T20:30:00.000+01:00,2021-07-05T20:36:00.000+01:00,Walking,95,114,81
2021-07-06T13:00:00.000+01:00,2021-07-06T13:16:00.000+01:00,Other,74,85,61
2021-07-06T13:55:00.000+01:00,2021-07-06T14:14:00.000+01:00,Other,94,108,82
2021-07-06T15:00:00.000+01:00,2021-07-06T15:04:00.000+01:00,Walking,77,81,74
2021-07-06T16:02:00.000+01:00,2021-07-06T16:16:00.000+01:00,Walking,92,121,66
2021-07-06T16:49:00.000+01:00,2021-07-06T16:58:00.000+01:00,Walking,102,116,86
2021-07-06T17:08:00.000+01:00,2021-07-06T17:32:00.000+01:00,Walking,132,164,106
2021-07-06T17:33:00.000+01:00,2021-07-06T17:40:00.000+01:00,Walking,98,156,78
2021-07-06T17:41:00.000+01:00,2021-07-06T17:58:00.000+01:00,Walking,113,128,104
2021-07-06T17:59:00.000+01:00,2021-07-06T18:03:00.000+01:00,Walking,110,118,106
2021-07-06T18:10:00.000+01:00,2021-07-06T18:23:00.000+01:00,Walking,90,108,69
2021-07-06T18:42:00.000+01:00,2021-07-06T18:46:00.000+01:00,Walking,93,100,87
2021-07-06T19:07:00.000+01:00,2021-07-06T19:22:00.000+01:00,Walking,94,106,73
2021-07-06T19:32:00.000+01:00,2021-07-06T19:47:00.000+01:00,Walking,95,107,76
2021-07-06T20:40:00.000+01:00,2021-07-06T20:55:00.000+01:00,Walking,102,121,73
2021-07-06T22:05:00.000+01:00,2021-07-06T22:30:00.000+01:00,Other,88,109,75
2021-07-07T10:56:00.000+01:00,2021-07-07T11:09:00.000+01:00,Other,88,107,61
2021-07-07T12:51:00.000+01:00,2021-07-07T12:55:00.000+01:00,Walking,95,104,75
2021-07-07T14:13:00.000+01:00,2021-07-07T14:45:00.000+01:00,Other,79,106,64
2021-07-07T20:02:00.000+01:00,2021-07-07T20:14:00.000+01:00,Walking,78,94,54
2021-07-08T09:16:00.000+01:00,2021-07-08T09:26:00.000+01:00,Other,87,112,76
2021-07-08T13:41:00.000+01:00,2021-07-08T13:50:00.000+01:00,Walking,88,104,75
2021-07-08T14:18:00.000+01:00,2021-07-08T14:22:00.000+01:00,Walking,87,96,76
2021-07-08T20:29:00.000+01:00,2021-07-08T20:33:00.000+01:00,Walking,116,119,114
2021-07-09T12:02:00.000+01:00,2021-07-09T12:07:00.000+01:00,Walking,91,97,76
2021-07-09T13:32:00.000+01:00,2021-07-09T13:37:00.000+01:00,Walking,84,92,76
2021-07-09T14:56:00.000+01:00,2021-07-09T15:30:00.000+01:00,Walking,80,105,56
2021-07-09T16:01:00.000+01:00,2021-07-09T16:05:00.000+01:00,Walking,107,119,103
2021-07-09T16:12:00.000+01:00,2021-07-09T16:25:00.000+01:00,Walking,88,108,74
2021-07-09T16:06:13.384+01:00,2021-07-09T16:33:52.965+01:00,Calisthenics,90,108,74
2021-07-09T16:34:00.000+01:00,2021-07-09T16:38:00.000+01:00,Walking,90,112,71
2021-07-09T16:49:00.000+01:00,2021-07-09T16:55:00.000+01:00,Walking,99,112,79
2021-07-09T17:29:00.000+01:00,2021-07-09T17:38:00.000+01:00,Walking,87,102,70
2021-07-09T17:58:00.000+01:00,2021-07-09T18:03:00.000+01:00,Walking,84,102,78
2021-07-09T19:55:00.000+01:00,2021-07-09T20:15:00.000+01:00,Other,82,104,74
2021-07-09T21:18:00.000+01:00,2021-07-09T21:29:00.000+01:00,Walking,82,99,70
2021-07-09T22:15:00.000+01:00,2021-07-09T22:36:00.000+01:00,Other,97,117,72
2021-07-09T23:26:00.000+01:00,2021-07-09T23:36:00.000+01:00,Walking,95,117,81
2021-07-09T23:37:00.000+01:00,2021-07-09T23:41:00.000+01:00,Walking,98,111,73
2021-07-10T13:41:00.000+01:00,2021-07-10T13:48:00.000+01:00,Walking,89,110,74
2021-07-10T17:28:00.000+01:00,2021-07-10T17:32:00.000+01:00,Walking,86,93,80
2021-07-10T20:10:00.000+01:00,2021-07-10T20:17:00.000+01:00,Walking,82,95,75
2021-07-10T21:07:00.000+01:00,2021-07-10T21:16:00.000+01:00,Walking,90,100,77
2021-07-10T21:48:00.000+01:00,2021-07-10T22:15:00.000+01:00,Other,82,115,62
2021-07-11T10:51:00.000+01:00,2021-07-11T10:57:00.000+01:00,Other,104,121,76
2021-07-11T13:27:00.000+01:00,2021-07-11T13:31:00.000+01:00,Walking,90,105,67
2021-07-11T17:21:00.000+01:00,2021-07-11T17:36:00.000+01:00,Walking,101,148,70
2021-07-11T17:37:00.000+01:00,2021-07-11T17:41:00.000+01:00,Walking,104,109,99
2021-07-11T17:38:19.658+01:00,2021-07-11T18:05:31.653+01:00,Calisthenics,94,120,72
2021-07-11T22:57:00.000+01:00,2021-07-11T23:23:00.000+01:00,Other,97,112,75
2021-07-12T15:50:00.000+01:00,2021-07-12T16:01:00.000+01:00,Walking,87,107,74
2021-07-12T15:52:57.332+01:00,2021-07-12T16:04:26.332+01:00,Calisthenics,86,107,74
2021-07-12T17:35:00.000+01:00,2021-07-12T17:39:00.000+01:00,Walking,81,92,71
2021-07-12T21:13:00.000+01:00,2021-07-12T21:23:00.000+01:00,Walking,89,108,56
2021-07-12T21:43:00.000+01:00,2021-07-12T21:55:00.000+01:00,Other,87,108,71
2021-07-12T21:56:00.000+01:00,2021-07-12T22:07:00.000+01:00,Walking,94,113,77
2021-07-12T23:02:00.000+01:00,2021-07-12T23:06:00.000+01:00,Walking,92,107,86
2021-07-12T23:30:00.000+01:00,2021-07-12T23:38:00.000+01:00,Walking,97,106,86
2021-07-12T23:39:00.000+01:00,2021-07-12T23:44:00.000+01:00,Other,90,107,74
2021-07-13T11:26:23.652+01:00,2021-07-13T11:39:00.652+01:00,Calisthenics,98,125,82
2021-07-13T11:18:00.000+01:00,2021-07-13T11:46:00.000+01:00,Other,92,125,55
2021-07-13T12:37:00.000+01:00,2021-07-13T12:42:00.000+01:00,Walking,105,117,82
2021-07-13T12:44:00.000+01:00,2021-07-13T12:57:00.000+01:00,Other,104,121,75
2021-07-13T12:58:00.000+01:00,2021-07-13T13:06:00.000+01:00,Walking,108,125,71
2021-07-13T14:47:00.000+01:00,2021-07-13T14:53:00.000+01:00,Walking,108,119,79
2021-07-13T14:59:00.000+01:00,2021-07-13T15:10:00.000+01:00,Walking,116,125,88
2021-07-13T15:36:00.000+01:00,2021-07-13T15:40:00.000+01:00,Walking,89,98,81
2021-07-13T15:46:00.000+01:00,2021-07-13T16:01:00.000+01:00,Walking,99,125,82
2021-07-13T16:11:00.000+01:00,2021-07-13T16:48:00.000+01:00,Walking,90,125,67
2021-07-13T17:13:00.000+01:00,2021-07-13T17:31:00.000+01:00,Other,98,120,75
2021-07-13T17:32:00.000+01:00,2021-07-13T17:38:00.000+01:00,Walking,107,115,96
2021-07-14T19:44:00.000+01:00,2021-07-14T19:52:00.000+01:00,Walking,100,106,86
2021-07-14T19:59:00.000+01:00,2021-07-14T20:03:00.000+01:00,Walking,101,109,97
2021-07-14T21:26:00.000+01:00,2021-07-14T21:34:00.000+01:00,Walking,80,95,66
2021-07-14T21:53:00.000+01:00,2021-07-14T21:59:00.000+01:00,Walking,96,103,83
2021-07-14T22:01:00.000+01:00,2021-07-14T22:17:00.000+01:00,Other,96,123,72
2021-07-15T09:17:00.000+01:00,2021-07-15T09:25:00.000+01:00,Walking,89,102,71
2021-07-15T09:26:00.000+01:00,2021-07-15T09:32:00.000+01:00,Walking,109,116,103
2021-07-15T11:23:00.000+01:00,2021-07-15T11:29:00.000+01:00,Walking,110,127,80
2021-07-15T11:31:00.000+01:00,2021-07-15T11:50:00.000+01:00,Other,99,119,73
2021-07-15T12:00:00.000+01:00,2021-07-15T12:19:00.000+01:00,Walking,108,125,82
2021-07-15T12:44:00.000+01:00,2021-07-15T12:52:00.000+01:00,Walking,107,139,69
2021-07-15T13:00:00.000+01:00,2021-07-15T13:11:00.000+01:00,Walking,97,124,76
2021-07-15T13:13:00.000+01:00,2021-07-15T13:30:00.000+01:00,Other,102,122,75
2021-07-15T14:46:00.000+01:00,2021-07-15T15:08:00.000+01:00,Walking,115,135,88
2021-07-15T15:16:00.000+01:00,2021-07-15T15:33:00.000+01:00,Walking,114,137,79
2021-07-15T15:34:00.000+01:00,2021-07-15T15:43:00.000+01:00,Walking,96,104,80
2021-07-15T15:48:45.558+01:00,2021-07-15T16:00:37.558+01:00,Calisthenics,93,114,73
2021-07-15T15:44:00.000+01:00,2021-07-15T16:26:00.000+01:00,Walking,87,114,73
2021-07-15T16:28:00.000+01:00,2021-07-15T16:47:00.000+01:00,Other,87,120,70
2021-07-15T16:54:00.000+01:00,2021-07-15T17:11:00.000+01:00,Walking,102,116,71
2021-07-15T17:32:00.000+01:00,2021-07-15T17:42:00.000+01:00,Other,79,90,69
2021-07-15T17:44:00.000+01:00,2021-07-15T17:49:00.000+01:00,Walking,103,107,102
2021-07-15T19:13:00.000+01:00,2021-07-15T19:27:00.000+01:00,Other,90,108,65
2021-07-15T19:37:00.000+01:00,2021-07-15T19:46:00.000+01:00,Walking,81,105,71
2021-07-15T20:08:00.000+01:00,2021-07-15T20:12:00.000+01:00,Walking,93,96,90
2021-07-15T23:42:00.000+01:00,2021-07-15T23:47:00.000+01:00,Other,91,94,90
2021-07-16T17:09:06.305+01:00,2021-07-16T17:20:29.305+01:00,Calisthenics,95,115,65
2021-07-16T17:03:00.000+01:00,2021-07-16T17:28:00.000+01:00,Other,89,115,65
2021-07-16T17:43:00.000+01:00,2021-07-16T17:47:00.000+01:00,Walking,88,94,85
2021-07-16T18:00:00.000+01:00,2021-07-16T18:22:00.000+01:00,Running,166,186,90
2021-07-16T18:34:00.000+01:00,2021-07-16T18:41:00.000+01:00,Walking,106,116,94
2021-07-16T19:14:00.000+01:00,2021-07-16T19:21:00.000+01:00,Walking,83,89,72
2021-07-16T19:55:00.000+01:00,2021-07-16T20:07:00.000+01:00,Walking,96,118,65
2021-07-16T20:46:00.000+01:00,2021-07-16T20:55:00.000+01:00,Walking,80,89,74
2021-07-17T14:32:00.000+01:00,2021-07-17T14:38:00.000+01:00,Walking,81,91,74
2021-07-17T17:31:55.590+01:00,2021-07-17T17:43:43.590+01:00,Calisthenics,93,112,69
2021-07-17T17:25:00.000+01:00,2021-07-17T17:45:00.000+01:00,Other,90,112,69
2021-07-17T20:42:00.000+01:00,2021-07-17T20:50:00.000+01:00,Walking,94,113,75
2021-07-17T21:03:00.000+01:00,2021-07-17T21:24:00.000+01:00,Walking,96,118,76
2021-07-17T22:54:00.000+01:00,2021-07-17T23:07:00.000+01:00,Walking,81,118,47
2021-07-18T09:51:00.000+01:00,2021-07-18T10:03:00.000+01:00,Walking,91,110,74
2021-07-18T10:45:00.000+01:00,2021-07-18T10:52:00.000+01:00,Walking,93,102,83
2021-07-18T13:17:00.000+01:00,2021-07-18T13:24:00.000+01:00,Walking,82,102,74
2021-07-18T17:28:00.000+01:00,2021-07-18T17:47:00.000+01:00,Walking,89,119,52
2021-07-18T17:36:15.309+01:00,2021-07-18T17:48:40.309+01:00,Calisthenics,94,119,76
2021-07-18T21:19:00.000+01:00,2021-07-18T21:28:00.000+01:00,Walking,88,102,71
2021-07-18T21:44:00.000+01:00,2021-07-18T21:48:00.000+01:00,Walking,86,98,80
2021-07-18T22:36:00.000+01:00,2021-07-18T22:45:00.000+01:00,Walking,98,119,79
2021-07-18T23:06:00.000+01:00,2021-07-18T23:12:00.000+01:00,Walking,86,94,83
2021-07-19T10:55:00.000+01:00,2021-07-19T11:03:00.000+01:00,Walking,92,93,92
2021-07-19T12:08:00.000+01:00,2021-07-19T12:15:00.000+01:00,Walking,72,93,65
2021-07-19T12:52:00.000+01:00,2021-07-19T13:00:00.000+01:00,Walking,93,105,60
2021-07-19T14:13:00.000+01:00,2021-07-19T14:29:00.000+01:00,Other,83,96,70
2021-07-19T14:52:00.000+01:00,2021-07-19T14:57:00.000+01:00,Walking,79,83,76
2021-07-19T15:19:00.000+01:00,2021-07-19T15:29:00.000+01:00,Walking,113,128,92
2021-07-19T15:30:00.000+01:00,2021-07-19T15:34:00.000+01:00,Walking,114,124,98
2021-07-19T15:35:00.000+01:00,2021-07-19T15:41:00.000+01:00,Walking,100,131,84
2021-07-19T15:42:00.000+01:00,2021-07-19T15:49:00.000+01:00,Walking,125,132,113
2021-07-19T15:57:00.000+01:00,2021-07-19T16:03:00.000+01:00,Walking,76,86,69
2021-07-19T16:14:00.000+01:00,2021-07-19T16:53:00.000+01:00,Walking,100,126,72
2021-07-19T17:06:00.000+01:00,2021-07-19T17:10:00.000+01:00,Walking,120,132,108
2021-07-19T17:24:00.000+01:00,2021-07-19T17:30:00.000+01:00,Walking,106,117,95
2021-07-19T17:36:00.000+01:00,2021-07-19T17:40:00.000+01:00,Walking,106,113,89
2021-07-19T18:08:00.000+01:00,2021-07-19T18:27:00.000+01:00,Walking,106,136,76
2021-07-19T18:31:00.000+01:00,2021-07-19T18:48:00.000+01:00,Other,98,124,74
2021-07-19T18:49:00.000+01:00,2021-07-19T18:54:00.000+01:00,Walking,137,150,128
2021-07-19T18:55:00.000+01:00,2021-07-19T19:01:00.000+01:00,Walking,143,150,135
2021-07-19T19:02:00.000+01:00,2021-07-19T20:03:00.000+01:00,Walking,108,121,79
2021-07-19T20:16:00.000+01:00,2021-07-19T20:26:00.000+01:00,Walking,127,141,116
2021-07-19T20:33:00.000+01:00,2021-07-19T21:00:00.000+01:00,Walking,95,117,77
2021-07-19T21:15:00.000+01:00,2021-07-19T21:40:00.000+01:00,Walking,100,138,70
2021-07-19T21:42:00.000+01:00,2021-07-19T22:01:00.000+01:00,Other,108,119,94
2021-07-19T22:08:00.000+01:00,2021-07-19T22:12:00.000+01:00,Walking,89,99,84
2021-07-19T22:18:00.000+01:00,2021-07-19T22:32:00.000+01:00,Walking,98,128,74
2021-07-19T23:25:00.000+01:00,2021-07-19T23:43:00.000+01:00,Other,91,105,71
2021-07-20T13:54:00.000+01:00,2021-07-20T14:08:00.000+01:00,Other,98,123,76
2021-07-20T13:58:21.026+01:00,2021-07-20T14:12:26.026+01:00,Calisthenics,100,123,76
2021-07-20T14:28:00.000+01:00,2021-07-20T14:44:00.000+01:00,Walking,103,127,72
2021-07-20T17:45:00.000+01:00,2021-07-20T18:26:00.000+01:00,Walking,89,106,72
2021-07-20T18:36:00.000+01:00,2021-07-20T18:40:00.000+01:00,Walking,91,97,86
2021-07-20T19:06:00.000+01:00,2021-07-20T19:26:00.000+01:00,Walking,108,130,78
2021-07-20T19:35:00.000+01:00,2021-07-20T19:48:00.000+01:00,Walking,117,131,90
2021-07-20T19:49:00.000+01:00,2021-07-20T20:10:00.000+01:00,Walking,119,148,102
2021-07-20T20:12:00.000+01:00,2021-07-20T20:24:00.000+01:00,Other,85,106,69
2021-07-21T12:40:00.000+01:00,2021-07-21T12:45:00.000+01:00,Walking,101,120,75
2021-07-21T17:50:00.000+01:00,2021-07-21T17:55:00.000+01:00,Walking,114,125,98
2021-07-21T17:49:26.660+01:00,2021-07-21T18:04:49.660+01:00,Calisthenics,122,136,98
2021-07-21T18:12:00.000+01:00,2021-07-21T18:29:00.000+01:00,Walking,97,118,79
2021-07-21T20:29:00.000+01:00,2021-07-21T20:33:00.000+01:00,Walking,81,96,75
2021-07-21T21:07:00.000+01:00,2021-07-21T21:16:00.000+01:00,Walking,85,102,77
2021-07-21T21:23:00.000+01:00,2021-07-21T21:55:00.000+01:00,Other,84,105,69
2021-07-21T23:03:00.000+01:00,2021-07-21T23:11:00.000+01:00,Walking,100,114,75
2021-07-22T14:12:00.000+01:00,2021-07-22T14:30:00.000+01:00,Walking,87,118,72
2021-07-22T14:38:00.000+01:00,2021-07-22T14:43:00.000+01:00,Walking,96,109,79
2021-07-22T16:17:00.000+01:00,2021-07-22T16:34:00.000+01:00,Other,79,93,55
2021-07-22T17:20:00.000+01:00,2021-07-22T17:24:00.000+01:00,Walking,84,96,76
2021-07-22T19:05:00.000+01:00,2021-07-22T19:11:00.000+01:00,Walking,79,94,72
2021-07-22T19:17:00.000+01:00,2021-07-22T19:38:00.000+01:00,Walking,90,112,77
2021-07-22T20:45:00.000+01:00,2021-07-22T20:58:00.000+01:00,Walking,92,110,66
2021-07-22T21:00:00.000+01:00,2021-07-22T21:22:00.000+01:00,Other,87,128,74
2021-07-22T22:20:00.000+01:00,2021-07-22T22:40:00.000+01:00,Other,86,112,57
2021-07-23T11:15:00.000+01:00,2021-07-23T11:19:00.000+01:00,Walking,92,97,90
2021-07-23T11:44:00.000+01:00,2021-07-23T11:49:00.000+01:00,Walking,80,102,70
2021-07-23T12:38:00.000+01:00,2021-07-23T12:42:00.000+01:00,Walking,84,85,84
2021-07-23T13:55:00.000+01:00,2021-07-23T14:11:00.000+01:00,Walking,77,105,70
2021-07-23T14:12:00.000+01:00,2021-07-23T14:21:00.000+01:00,Walking,88,116,75
2021-07-23T16:00:27.574+01:00,2021-07-23T16:13:13.574+01:00,Calisthenics,96,118,76
2021-07-23T15:58:00.000+01:00,2021-07-23T16:15:00.000+01:00,Other,96,118,76
2021-07-23T16:50:00.000+01:00,2021-07-23T16:54:00.000+01:00,Walking,83,99,74
2021-07-23T17:26:00.000+01:00,2021-07-23T17:33:00.000+01:00,Walking,102,113,83
2021-07-23T17:47:00.000+01:00,2021-07-23T17:54:00.000+01:00,Walking,89,110,77
2021-07-23T18:32:00.000+01:00,2021-07-23T18:37:00.000+01:00,Walking,85,95,75
2021-07-23T19:04:00.000+01:00,2021-07-23T19:18:00.000+01:00,Other,85,116,55
2021-07-23T19:38:00.000+01:00,2021-07-23T19:46:00.000+01:00,Walking,100,120,82
2021-07-23T20:11:00.000+01:00,2021-07-23T20:30:00.000+01:00,Other,79,109,72
2021-07-23T20:56:00.000+01:00,2021-07-23T21:02:00.000+01:00,Walking,82,88,79
2021-07-23T21:09:00.000+01:00,2021-07-23T21:15:00.000+01:00,Walking,88,98,79
2021-07-23T21:22:00.000+01:00,2021-07-23T21:27:00.000+01:00,Walking,99,109,95
2021-07-23T22:15:00.000+01:00,2021-07-23T22:20:00.000+01:00,Walking,98,103,93
2021-07-23T22:45:00.000+01:00,2021-07-23T22:53:00.000+01:00,Walking,95,109,78
2021-07-24T07:30:00.000+01:00,2021-07-24T07:36:00.000+01:00,Walking,83,87,77
2021-07-24T09:29:00.000+01:00,2021-07-24T09:37:00.000+01:00,Walking,49,53,47
2021-07-24T11:59:00.000+01:00,2021-07-24T12:13:00.000+01:00,Other,78,101,65
2021-07-24T12:14:00.000+01:00,2021-07-24T12:25:00.000+01:00,Walking,70,86,60
2021-07-24T14:27:00.000+01:00,2021-07-24T14:36:00.000+01:00,Walking,83,104,69
2021-07-24T15:05:00.000+01:00,2021-07-24T15:10:00.000+01:00,Walking,75,76,75
2021-07-24T15:49:00.000+01:00,2021-07-24T15:53:00.000+01:00,Walking,56,59,54
2021-07-24T17:43:00.000+01:00,2021-07-24T17:49:00.000+01:00,Walking,70,81,52
2021-07-24T18:50:00.000+01:00,2021-07-24T18:56:00.000+01:00,Walking,98,105,90
2021-07-24T19:20:00.000+01:00,2021-07-24T19:31:00.000+01:00,Walking,83,104,69
2021-07-25T08:32:00.000+01:00,2021-07-25T08:42:00.000+01:00,Other,89,109,75
2021-07-25T09:17:00.000+01:00,2021-07-25T09:22:00.000+01:00,Walking,93,95,91
2021-07-25T10:46:00.000+01:00,2021-07-25T11:00:00.000+01:00,Other,90,107,78
2021-07-25T11:38:00.000+01:00,2021-07-25T11:46:00.000+01:00,Walking,100,123,87
2021-07-25T11:47:00.000+01:00,2021-07-25T12:00:00.000+01:00,Walking,103,120,94
2021-07-25T12:31:00.000+01:00,2021-07-25T12:37:00.000+01:00,Walking,98,105,71
2021-07-25T17:03:00.000+01:00,2021-07-25T17:17:00.000+01:00,Walking,87,93,82
2021-07-25T19:07:00.000+01:00,2021-07-25T19:17:00.000+01:00,Walking,93,108,81
2021-07-25T20:30:00.000+01:00,2021-07-25T20:46:00.000+01:00,Other,78,91,56
2021-07-26T09:01:00.000+01:00,2021-07-26T09:07:00.000+01:00,Walking,104,115,88
2021-07-26T09:13:00.000+01:00,2021-07-26T09:17:00.000+01:00,Walking,82,90,75
2021-07-26T09:18:00.000+01:00,2021-07-26T10:01:00.000+01:00,Walking,108,121,96
2021-07-26T10:25:00.000+01:00,2021-07-26T10:40:00.000+01:00,Other,84,105,65
2021-07-26T11:36:00.000+01:00,2021-07-26T11:43:00.000+01:00,Walking,108,113,96
2021-07-26T16:59:00.000+01:00,2021-07-26T17:13:00.000+01:00,Other,87,99,75
2021-07-26T17:14:00.000+01:00,2021-07-26T17:18:00.000+01:00,Walking,90,100,88
2021-07-26T19:32:00.000+01:00,2021-07-26T19:41:00.000+01:00,Walking,96,123,72
2021-07-26T19:47:00.000+01:00,2021-07-26T19:51:00.000+01:00,Walking,84,91,76
2021-07-26T20:42:00.000+01:00,2021-07-26T20:56:00.000+01:00,Other,79,124,70
2021-07-26T21:30:00.000+01:00,2021-07-26T21:36:00.000+01:00,Walking,92,107,84
2021-07-27T17:01:00.000+01:00,2021-07-27T17:07:00.000+01:00,Walking,87,101,76
2021-07-27T17:08:00.000+01:00,2021-07-27T17:13:00.000+01:00,Walking,93,103,84
2021-07-28T08:48:00.000+01:00,2021-07-28T08:55:00.000+01:00,Walking,84,92,74
2021-07-28T08:56:00.000+01:00,2021-07-28T09:04:00.000+01:00,Walking,82,89,76
2021-07-28T09:08:00.000+01:00,2021-07-28T10:15:00.000+01:00,Walking,102,112,82
2021-07-28T10:16:00.000+01:00,2021-07-28T10:29:00.000+01:00,Walking,99,114,78
2021-07-28T11:27:00.000+01:00,2021-07-28T11:36:00.000+01:00,Walking,100,110,95
2021-07-28T11:48:00.000+01:00,2021-07-28T11:52:00.000+01:00,Walking,81,95,75
2021-07-28T16:59:00.000+01:00,2021-07-28T17:10:00.000+01:00,Walking,92,103,79
2021-07-28T17:53:00.000+01:00,2021-07-28T17:59:00.000+01:00,Walking,91,101,86
2021-07-28T19:34:00.000+01:00,2021-07-28T19:46:00.000+01:00,Walking,95,104,80
2021-07-28T21:00:00.000+01:00,2021-07-28T21:04:00.000+01:00,Walking,97,102,82
2021-07-29T09:08:00.000+01:00,2021-07-29T09:12:00.000+01:00,Walking,92,98,84
2021-07-29T09:17:00.000+01:00,2021-07-29T09:28:00.000+01:00,Other,91,107,76
2021-07-29T09:37:00.000+01:00,2021-07-29T09:53:00.000+01:00,Walking,112,119,86
2021-07-29T09:54:00.000+01:00,2021-07-29T10:00:00.000+01:00,Walking,105,115,95
2021-07-29T10:01:00.000+01:00,2021-07-29T10:48:00.000+01:00,Walking,112,123,99
2021-07-29T10:49:00.000+01:00,2021-07-29T10:57:00.000+01:00,Walking,102,116,97
2021-07-29T11:44:00.000+01:00,2021-07-29T12:02:00.000+01:00,Walking,101,113,85
2021-07-29T17:21:00.000+01:00,2021-07-29T17:38:00.000+01:00,Walking,103,113,94
2021-07-29T19:25:00.000+01:00,2021-07-29T19:29:00.000+01:00,Walking,93,111,84
2021-07-29T19:31:00.000+01:00,2021-07-29T19:46:00.000+01:00,Other,77,92,55
2021-07-29T20:16:00.000+01:00,2021-07-29T20:26:00.000+01:00,Walking,98,117,71
2021-07-29T21:38:00.000+01:00,2021-07-29T21:46:00.000+01:00,Walking,97,121,78
2021-07-29T22:04:00.000+01:00,2021-07-29T22:08:00.000+01:00,Walking,84,95,73
2021-07-29T22:55:00.000+01:00,2021-07-29T23:02:00.000+01:00,Walking,83,95,71
2021-07-30T08:50:00.000+01:00,2021-07-30T08:57:00.000+01:00,Walking,98,124,75
2021-07-30T10:17:00.000+01:00,2021-07-30T10:24:00.000+01:00,Walking,84,91,73
2021-07-30T11:43:00.000+01:00,2021-07-30T11:59:00.000+01:00,Walking,94,130,71
2021-07-30T17:00:00.000+01:00,2021-07-30T17:05:00.000+01:00,Walking,92,101,84
2021-07-30T17:24:00.000+01:00,2021-07-30T17:41:00.000+01:00,Walking,93,111,75
2021-07-30T19:03:00.000+01:00,2021-07-30T19:12:00.000+01:00,Walking,81,94,70
2021-07-30T19:47:00.000+01:00,2021-07-30T19:52:00.000+01:00,Walking,116,123,102
2021-07-30T20:22:00.000+01:00,2021-07-30T20:27:00.000+01:00,Walking,110,112,107
2021-07-30T21:00:00.000+01:00,2021-07-30T21:04:00.000+01:00,Walking,85,94,75
2021-07-31T08:35:00.000+01:00,2021-07-31T08:48:00.000+01:00,Other,82,97,70
2021-07-31T08:51:00.000+01:00,2021-07-31T08:55:00.000+01:00,Walking,92,106,53
2021-07-31T09:10:00.000+01:00,2021-07-31T09:31:00.000+01:00,Walking,90,112,72
2021-07-31T12:51:00.000+01:00,2021-07-31T13:05:00.000+01:00,Walking,88,104,80
2021-07-31T13:06:00.000+01:00,2021-07-31T13:39:00.000+01:00,Walking,96,118,70
2021-07-31T13:40:00.000+01:00,2021-07-31T13:47:00.000+01:00,Walking,95,108,75
2021-07-31T13:48:00.000+01:00,2021-07-31T14:12:00.000+01:00,Walking,107,131,85
2021-07-31T16:19:00.000+01:00,2021-07-31T16:23:00.000+01:00,Walking,84,85,83
2021-07-31T16:51:00.000+01:00,2021-07-31T16:58:00.000+01:00,Walking,78,107,57
2021-08-01T10:22:00.000+01:00,2021-08-01T10:38:00.000+01:00,Other,84,107,74
2021-08-01T12:16:00.000+01:00,2021-08-01T12:25:00.000+01:00,Walking,86,105,75
2021-08-01T14:32:00.000+01:00,2021-08-01T14:36:00.000+01:00,Walking,99,108,75
2021-08-02T08:55:00.000+01:00,2021-08-02T09:00:00.000+01:00,Walking,70,73,63
2021-08-02T09:12:00.000+01:00,2021-08-02T09:16:00.000+01:00,Walking,77,82,74
2021-08-02T11:38:00.000+01:00,2021-08-02T12:14:00.000+01:00,Other,78,105,58
2021-08-02T12:56:00.000+01:00,2021-08-02T13:02:00.000+01:00,Walking,92,103,83
2021-08-02T14:39:00.000+01:00,2021-08-02T14:56:00.000+01:00,Other,80,106,61
2021-08-02T15:39:00.000+01:00,2021-08-02T15:54:00.000+01:00,Other,81,95,71
2021-08-02T15:55:00.000+01:00,2021-08-02T16:00:00.000+01:00,Walking,76,80,70
2021-08-02T16:02:00.000+01:00,2021-08-02T16:21:00.000+01:00,Other,84,118,45
2021-08-02T16:22:00.000+01:00,2021-08-02T16:26:00.000+01:00,Walking,76,77,75
2021-08-02T16:39:00.000+01:00,2021-08-02T17:02:00.000+01:00,Other,73,101,49
2021-08-02T17:30:00.000+01:00,2021-08-02T17:34:00.000+01:00,Walking,96,104,71
2021-08-02T17:53:00.000+01:00,2021-08-02T17:58:00.000+01:00,Walking,88,90,84
